groupID,24,25,26,27,20,21,22,23,28,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18
11,0,4,3,0,2,0,0,0,0,7,2,22,0,2,22,7,16,24,0,0,4,3,7,9,7,0,6,7
groupID,30,28,29,35,34,24,25,26,27,20,21,48,49,46,47,44,45,42,43,40,41,1,3,2,5,4,7,6,9,8,13,12,32,14,11,10,39,38,15,22,17,16,19,54,31,23,51,36,53,52,33,55,37,18,50
10,0,2,0,5,8,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,18,18,18,6,18,6,6,0,6,7,19,0,3,19,4,0,0,0,0,1,3,0,0,0,0,2,0,2,2,0,0,0,3,0
groupID,28,29,24,25,26,27,20,21,48,23,46,47,44,45,42,43,40,41,1,3,2,5,4,7,9,8,13,12,14,11,10,39,38,15,22,17,16,19,18,31,30,37,36,35,34,33,32
13,0,1,0,0,0,0,0,0,0,0,1,1,4,0,1,1,5,4,16,0,2,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6
groupID,24,25,26,27,20,21,22,23,28,29,1,3,2,5,4,7,6,9,8,13,12,11,10,39,38,15,14,17,16,19,18,31,30,37,36,35,34,33,32
12,0,14,13,5,0,13,13,9,8,0,24,8,0,3,10,4,2,7,17,1,18,16,5,0,3,3,18,3,0,0,3,0,4,3,0,0,3,4,0
groupID,24,25,26,27,20,21,22,23,28,29,4,8,59,58,55,54,57,56,51,50,53,52,88,89,82,83,80,81,86,87,84,85,3,7,39,38,33,32,31,30,37,36,35,34,60,61,62,63,64,65,66,67,68,69,2,6,90,11,10,13,12,15,14,17,16,19,18,48,49,46,47,44,45,42,43,40,41,1,5,9,77,76,75,74,73,72,71,79,78
14,0,0,2,0,2,0,0,0,0,1,7,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,3,10,10,7,0,2,2,1,3,1,1,0,1,0,1,0,0,13,10,8,0,0,0,0,0,0,0,0,0
groupID,11,10,13,12,15,14,17,16,19,18,1,3,2,5,4,7,6,9,8
1,2,0,1,3,0,1,2,0,2,2,15,0,0,5,3,5,4,1,12
groupID,24,25,26,27,20,21,22,23,28,29,40,41,1,3,2,5,4,6,9,8,13,12,11,10,39,38,15,14,17,16,19,18,31,30,37,36,34,33,32
3,4,0,4,2,0,7,0,5,1,1,0,0,0,21,0,18,0,0,26,15,11,27,23,26,0,0,0,14,0,0,8,0,1,0,0,0,0,0,0
groupID,24,25,26,27,20,21,22,23,28,29,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,31,30,32
2,0,1,1,1,0,0,0,0,1,0,15,8,8,20,20,8,15,0,6,2,2,4,8,1,1,0,3,0,5,0,0,0
