groupID,13,12,20,14,23,18,1,3,2,4,7,6,8,21
11,2,0,3,2,4,0,0,-1,-16,-1,2,17,-1,4
groupID,54,42,43,53,52,24,26,27,20,21,23,46,47,44,45,28,29,40,41,1,3,2,5,4,7,6,9,8,51,39,38,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,32
10,0,-10,-12,-3,-3,4,4,4,-6,-7,0,0,-13,-10,-10,4,0,0,4,14,5,5,-2,5,-2,-2,-2,-2,-3,4,4,1,20,4,1,-5,0,-7,-8,-5,-8,0,0,-8,0,1,-3,0,0
groupID,11,10,12,15,21,17,23,33,32,44,42,43,20,27,4,9,8,34,25
13,4,-1,4,4,1,4,1,-4,-4,-5,-2,-2,1,4,-1,-3,6,-4,1
groupID,25,26,27,20,21,22,23,29,1,3,2,5,4,7,6,9,8,39,10,13,38,15,14,17,19,18,31,30,37,34,33,32
12,-17,-17,2,12,-1,-1,-15,-16,-10,-4,-5,-4,2,16,17,12,2,-2,-9,-5,-2,-5,-21,12,12,12,2,-17,-1,-1,-17,2
groupID,60,68,20,21,1,2,5,7,6,9,8,73,11,10,13,12,15,14,17,16,19,18,32
14,-1,-1,-3,0,-9,-20,-1,-3,-3,0,-1,-1,-3,0,-3,-3,-3,-1,-1,-1,-3,-3,-3
groupID,11,13,12,15,14,17,16,19,18,5,4,6
1,-4,-1,-3,-2,-1,-3,-2,-3,-3,-3,-3,1
groupID,11,10,13,12,14,3,9
3,-4,-7,-8,-7,-11,-22,-7
groupID,11,10,13,27,15,14,17,16,18,31,30,26,29,3,2,5,4,6,8,21
2,-16,-16,-19,-1,-16,-16,6,6,-1,-1,-1,-1,-1,-9,-9,-1,-1,6,-16,-1
groupID,24,13,17,18,26,1,5
5,-1,0,0,-1,-1,-1,0
groupID,56,54,42,48,60,61,62,64,49,66,67,68,69,80,81,84,24,25,26,27,20,21,22,23,46,47,44,45,28,43,40,82,5,7,6,9,8,78,83,39,77,76,75,38,73,72,71,70,59,58,11,10,13,12,15,14,17,55,19,18,31,30,37,36,33,74,32,57,65
4,1,-4,-2,-2,0,0,0,0,-2,-1,-1,-1,-1,-7,-7,-1,-1,-1,4,4,1,1,1,-1,5,-2,-7,-2,4,-2,0,-7,18,14,6,18,14,-7,-1,1,-7,-7,-7,1,-7,-1,-1,-1,0,0,6,17,17,14,6,6,1,-7,6,1,6,6,1,1,-4,-7,6,0,-1
groupID,49,24,25,26,20,21,22,23,46,47,44,45,28,43,1,3,2,5,4,7,6,9,8,39,38,11,13,12,15,14,19,18,31,30,51,36,48
7,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,19,-1,5,19,1,2,1,-1,-1,5,-1,-1,-1,5,-1,0,1,-2
groupID,56,54,42,48,43,60,49,52,53,24,25,26,27,20,21,22,23,46,47,44,45,28,29,40,41,1,3,2,5,4,7,6,9,8,51,39,38,59,58,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,55,32,57,50
6,-2,-1,1,0,1,-1,0,0,0,-1,-1,6,5,9,-2,5,-2,0,0,-2,0,6,0,3,1,6,0,9,6,10,-2,7,1,10,-1,3,3,-1,-1,-2,-1,0,10,1,0,9,6,7,7,0,-1,3,0,6,7,0,-1,0,-2,-1
groupID,24,25,27,20,21,22,23,28,29,41,1,3,2,5,4,7,9,8,39,10,13,38,15,14,17,16,19,18,31,30,36,35,34,33,32
9,-24,-26,-26,-2,-1,0,-27,-26,-25,-27,13,-1,-1,-1,-1,-24,-4,-24,-27,-16,-26,-26,-24,-26,-1,-24,-2,0,0,-27,-26,-27,-26,-26,-1
groupID,54,42,48,43,60,61,62,63,64,53,52,24,25,26,27,20,21,22,46,44,45,28,29,40,41,1,3,2,5,4,7,6,8,51,39,65,38,11,10,13,12,15,14,17,16,19,18,31,56,37,36,35,34,33,32,50
8,2,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,-1,1,-1,1,1,0,1,3,3,0,0,0,16,-1,16,16,0,16,0,8,0,0,0,2,0,0,0,0,0,0,3
