id,time,sha,user,message
1,1460071101,4ff671b62b20bd624521d31af9564a2e71f2bab4,group5/user3,Logs for solution 3
2,1460071079,ce44ddebdaccbff92f27d682170d3921f3aba65e,group5/user3,Logs for solution 2
3,1460071043,0528f417dca726132725f0c6f06dfbce6ee43c21,group5/user3,Logs for solution 1
4,1460070325,3fa82ab048aad059f22924298d1e53f6185d7c12,group5/user3,Best Solution section added
5,1460068046,f7c7a0fc3303d0349200e83866eb56406a951af6,group5/user3,Updated References
6,1460067567,cee16afdf879108d8d2c31d3dd18d9d5999d7861,group5/user3,Added Conclusion
7,1460004058,2d16a584d26b56630d12893cd5dde4d69c4233b4,group5/user4,Deleted extra file
8,1460003977,65ba4684cb52618c2e1db0ed20f38e440fc00933,group5/user1,Added Improvisation
9,1460003554,652dd8ed1011a2f82912cae7d9e49d05f153f757,group5/user3,Final Feedback Form
10,1460003493,97a01326a36f4f37199fd66561df4d5e42a5f976,group5/user3,"Added files via upload

Report of Initial User feedback"
11,1459996845,0fadc7e9b65adfb37c5499acfb6b1de2e094c917,group5/user4,Added icon and name in the manifest.json
12,1459996474,e639f73b01bc03337b2dc126e35e70741a86dfc2,group5/user4,Updated icon and name in the manifest.jason
13,1459996393,854eede9643815111e79eccf74f934d9f2ae7e38,group5/user4,Updated icon for extension
14,1459995563,250af38c02745e81b72684002d9b0a8804095740,group5/user4,Renamed New Tab Extension JS file and updated the script as per suggestions
15,1459991068,09b7e70dfcc410657f91090cc3c2e3ff04f76609,group5/user1,Final Report added
16,1459988220,092e249e1357dfc8087cc3bf6c9f6a72dd029515,group5/user4,Removed Extra File
17,1459988088,3079bd8c2f43a76f36b9cd1efa29e0fd331d8a56,group5/user4,Removing extra file
18,1459987186,56b1206061f7d7dbd273648744728120f023bcaf,group5/user4,Consolidated reports into single folder
19,1459970514,676ed60fabe1fdded09e0e0f3050b00ffdb8dfc6,group5/user4,Updated the panel position in the screen. Buffered from the top
20,1459913145,81f5e8dfb84ddd5cb40877fe8fa75801e9b1d274,group5/user4,Updated the console.log
21,1459912030,aa8c6020fd3b026f98a19f370859bf3a4832847a,group5/user4,Removed commented code
22,1459911981,622654f6d9026c71929941f483fd4171f603c69e,group5/user4,Updated the image margins
23,1459911103,3349ab26067223105429c0edc3a5b426f3a21d62,group5/user4,Updated the position vector for preview images
24,1459910952,32dd76729aeab37e609b83e09856c237cec9c565,group5/user4,Updated the width of the preview images
25,1459910296,bea2fbe3fedbc5cfee084b2c3e881e85525075a9,group5/user4,Updated the width of the panel
26,1459910058,0bbdfc2f2cafb1a15eff6a8e53972967ad9474fb,group5/user1,"Fixed the cluttering issue

Changed the CSS and JavaScript to remove cluttering effect on hovering over the image"
27,1459837590,98095ed71ff2a9c79b90178fff5f40e6354d4f7c,group5/user4,Updated for hover over image and coming back to the original scrolling
28,1459710375,5d9b1aae6a8457174066e300002100a1b1c963f3,group5/user4,Updated with images in the hyperlink
29,1459636546,18172eba306d9843e051e5b6b32470b934621144,group5/user2,"Update utils file

Update utils file"
30,1459636483,be1008f656da208778f5842adb58cb4418ceaf87,group5/user2,Merge remote-tracking branch 'refs/remotes/origin/master' into dharmendra
31,1459636369,dcef234f26343f25b69a1a01f60df09c777ff103,group5/user2,"Add utils file

Add utils file"
