issueID,user,createtime,updatetime,text,identifier
17,group6/user1,1455823819,1455823819,"[sample_json.txt](https://github.com/moharnab123saikia/CSC510-group-f/files/136803/sample_json.txt)
",185880265
17,group6/user1,1455823920,1455823920,I have shared the sample JSON for saving the reviews. Could you all please check it once and let me know if anything else has to be added?,185881061
17,group6/user1,1455824393,1455824393,"{""restaurants"" :[
	{
		""restaurant_id_1"" : {
							""name"" : ""el cerro"",
							""data"" : {
										""yelp"" : {
											""rating"" : ""4.5"",
											""count"" : ""45"",
											""reviews"" : [""test"", ""tst2""]
										},
										""googleratings"" : {
											""rating"" : ""5"",
											""count"" : ""34"",
											""reviews"" : [""sample""]
										},
										""tripadvisor"" : {
											""rating"" : """",
											""count"" : """",
											""reviews"" : [""test"", ""test2""]
										}
								}
						}
	}, 
	{
		""restaurant_id_2"" : {
							""name"" : ""ruckus"",
							""data"" : {
										""yelp"" : {
											""rating"" : ""5"",
											""count"" : ""23"",
											""reviews"" : [""sample""]
										},
										""googleratings"" : {
											""rating"" : ""4.7"",
											""count"" : ""56"",
											""reviews"" : [""sample2""]
										},
										""tripadvisor"" : {
											""rating"" : ""4.6"",
											""count"" : ""27"",
											""reviews"" : [""test""]
										}
								}
						}
	}
	]}",185885090
17,group6/user4,1455826666,1455826666,Is the review scale not needed?,185897185
4,group6/user1,1455826675,1455826675,"Let's implement the back-end in Python which has some good APIs to crawl web pages. Ex: Scrapy, BeautifulSoup, etc.",185897226
17,group6/user1,1455827033,1455827033,"Yes, you are right. I will update the JSON.",185898963
17,group6/user1,1455827935,1455828150,"""reviews"" : [{
	""scale"" : ""4"",
	""review"" : ""test""
},{
	""scale"" : ""4.2"",
	""review"" : ""test1""
}]

Modified the value for the reviews.",185907968
17,group6/user1,1455827945,1455827945,Will this be okay?,185908138
22,group6/user4,1455828474,1455828474,Are we using lollipop or any latest API like marshmallow,185912457
12,group6/user1,1455891640,1455891640,Can we change the delimiter in the csv file? Google ratings url has multiple commas which is causing a problem in extracting.,186233545
20,group6/user1,1455898329,1455898329,Beautiful Soup can be used to crawl and extract reviews.,186280620
12,group6/user1,1455906548,1455906548,Also is it possible to add the restaurant name in one column?,186351311
2,group6/user4,1455907375,1455907375,Created basic structure for manifest.json,186356017
22,group6/user2,1455907802,1455907802,We willl be designing for kitkat now. It will work for all with a  minor change in menifest.xml.,186358574
34,group6/user3,1456091227,1456091227,https://github.com/moharnab123saikia/CSC510-group-f/commit/dce61af04ceeebca2281cbf27c7f2cc20ee7ec62,186925349
26,group6/user3,1456132201,1456132201,https://github.com/moharnab123saikia/CSC510-group-f/commit/2ffdbf4a61f95f664f9efb1d2f89e1cc832b974d,187081866
27,group6/user2,1456132770,1456132770,created the AndroidManifest.xml file,187086127
22,group6/user2,1456133094,1456133094,As of now designed for Android 5.0 (lollipop)- minimum  sdk version required is 21,187089097
33,group6/user2,1456133230,1456133230,tested the initial app on emulator as well as on running device,187090560
1,group6/user1,1456165383,1456165383,Three websites are parsed and reviews and ratings are stored in JSON,187305161
36,group6/user1,1456410972,1456410972,We have to check if there is some means of uploading it to the server through script.,188812718
36,group6/user2,1456634163,1456634163,Hosted the json file on Amazon s3 and fetching the file through http,189783046
33,group6/user2,1456634210,1456634210,The sample version of app is running fine in emulator and working device..,189783075
32,group6/user2,1456634420,1456634420,All these files are created and are working properly.,189783188
23,group6/user2,1456634481,1456634481,Take top reviews from each of the websites??,189783223
14,group6/user2,1456634722,1456634722,Wrote a routine for running a background thread to fetch json data using http get and post and used json parser APIs to extract the reviews,189783434
47,group6/user3,1456646729,1456646729,https://github.com/moharnab123saikia/CSC510-group-f/commit/470b8c8c8621c64f097a9b579c0a9548288eec8f,189817706
