id,title,description,created_at,due_at,closed_at,user,identifier
1,Solution 1: Web Scraping Application,Develop a web application that scrapes the reviews from the top 3 websites of the user survey.,1455063234,1456722000,1456893446,group6/user1,1573893
2,Solution 2: Plugin Development(Basic functionality),To create a plugin for chrome that pops up the reviews from other websites.,1455065176,1456722000,1456894057,group6/user2,1573934
3,Solution 3: Android application for reviews,,1455135071,1456635600,1456893351,group6/user3,1576386
4,Telemetry ,#Log of data collected from your user trials for better user experience and improvement of the solution,1456873101,1456808400,1456893417,group6/user3,1616609
5,April 1,,1456893376,1456893376,1456893376,group6/user2,1616971
