id,time,sha,user,message
1,1460660457,9a52d357b68c49bee2f09c2b132a6820d531fa12,group4/user3,edit final presentation
2,1460657415,1b759b49c5a47ddcf00a27eb9b97192220da228c,group4/user3,final presentation slide
3,1460082568,fdb805af4a980d5a5ecbc4784687021b566cfaad,group4/user4,"Update README.md

Included the link for the Report"
4,1460082445,30ac6f2c9b6fce8b67c1fceeac235ff77036f536,group4/user4,"Final report 

As a part of April 1 Deliverable"
5,1460058929,9231ee0835d8cbf6aeda373c9b9d270ff16a79df,group4/user3,adding link to presentation
6,1460058766,ab0869e404f07814dbafff06b8b08cfb15291c33,group4/user3,adding presentation placeholder
7,1460058511,d4ac9b0a561ee34050a79eb9fc27ff729041d110,group4/user3,formatting readme
8,1460058414,1cbc4e71b1267fe3c9059f8bee75af2a814672ae,group4/user3,formatting readme
9,1460058112,886874b9d8ce4bf514fdeb8f26ebd70ea33f3638,group4/user3,readme format changed
10,1456883371,5618ccd642d69906c9b60f81ad33d707897509cb,group4/user2,Update Readme.md
11,1456882538,0f2ca1aa147409479b43168dbf0b71f0d9e7b819,group4/user3,removed hidden file readme
12,1456882410,9abb5f7cd2e4528a58b228841bf6cd23dd42ec48,group4/user3,modified README
13,1456877850,cfe41bd1651aa7c4f989cbb87ce910470e4bd710,group4/user2,"Update README.md

march1 draft"
14,1456834465,bbf07202c854e06e45813fffebe7cfd2e048d18b,group4/user4,"Merge pull request #79 from jordy-jose/Solution3

Solution3"
