id,time,sha,user,message
1,1460088042,5590088ab968f7864cda57ebdc82c64d9c556845,group6/user4,Added files via upload
2,1460087694,10313b74a337b53bb3240480d0240a2660d50687,group6/user4,Added files via upload
3,1460087545,fc9a350a77cf47911667fcd025761ded8d8fa5b7,group6/user4,Delete RestoScrapper_Apr1_Report.pdf
4,1460087469,24abae9bf9d3edf3ff5157e15be0f3402975d8af,group6/user4,Added files via upload
5,1460056331,160fe56107de648ed5322dfb9eda55eff192c55f,group6/user4,refactoring
6,1460080127,c0c51aed3bc1a48db8e35bfb3e572b0e3ae8bd5c,group6/user1,report changes
7,1460070427,5de93fa708802bfdbac2cb83311c2fce6e753e5d,group6/user2,Update README.md
8,1460060247,5104b8769e4704a4fa633bfe91d4fb08bbf15fe7,group6/user1,Updated presentation link
9,1460060134,19c3a0a8cc1f92c902d8d3e99253622b80f04995,group6/user1,presentation
10,1460059266,7b85814ddf164ab41ad58859494c03540c3ff4d0,group6/user3,font changes
11,1460059121,7c719346110495c9ded4b171ca8314e27d331d1d,group6/user1,Changes to the images in report
12,1460055229,8d425bd25d961933f28bd2509d3dda8805406550,group6/user1,Added link to report
13,1460055150,fc37dd06b3c33559438971117a45c4b365652c54,group6/user1,Added link to report
14,1460055127,be7a46a71c30d317261d14da4daea553ebd7b341,group6/user1,Added link to report
15,1460054985,351e1b896b738661efee17ae16acb56394b9cb6f,group6/user1,Project report april 1
16,1460053726,97bcc2115a6230b874678dabc10681aea33e8a5f,group6/user2,Update README.md
17,1460053120,47adecabf45f187ec193d4fa98552b8ded208136,group6/user2,Update README.md
18,1460048536,c3b33626fb2797cf2bf0ca1d29cbafeca3dc5892,group6/user2,onclick for yelp tripA and foursq
19,1460048314,d93259e018f3f44802b870de1749e2ed972f131a,group6/user2,layout and color change based on feedback
20,1460015493,75b762a900d163fc15e8b9f9223960ea71323d93,group6/user2,modified code for time log
21,1460015040,2e1ff22a4c13458be3c58d71eac87b3c528bb234,group6/user3,added stats display page
22,1460014575,d41d87033146f65313fbe341a4bec6730412be6c,group6/user2,code for collecting user click logs per seesion
23,1460012904,d2ccad6a70b9c41f3da62cafc09bcc277f12948a,group6/user3,stats for web
24,1460010517,1f66e6a1e3a17f1bc2f0a8bfee2f6c05439e1398,group6/user4,fixed links in show page
25,1459961109,92fd650250abe778f3646bb7964cbd196ec9044e,group6/user4,added Book Now Button
26,1459910899,3d1315898921796cc2761aea1463dcef9e250ae6,group6/user4,added Book Now
27,1459889322,42c8e4184a1b50fd568b879e2916bc1c57a7b190,group6/user4,added hyperlinks
28,1459662005,93db4cda15c847bf2d6d247f991b5dfd55a1293e,group6/user4,changed the placement of the reviews
29,1459660882,8604b2634f799e35f3294f015c412b27c7cb2cb2,group6/user4,added star ratings to individual reviews
30,1459660716,1f35d62b7bd559b25f5958f37add2d53a713fad0,group6/user4,added negative reviews
31,1459492607,ab289b54de28573d0a47e06bfad06d5612e2a400,group6/user2,book now implementation
32,1459492376,07739c5310f13c142c703733090f9cac3dcd7781,group6/user2,layout changes in restaurant view
33,1459490458,f3500041a224adf231cdbd37285d404244996caa,group6/user3,added restaurant url to schema closes #73
34,1459488749,95fd0a10d93e1058a7c655c24cbe88d8f777c6c0,group6/user2,negative review implementation
35,1459483391,29f8df4cdeb79be41e45c139e135ec44cbb649da,group6/user1,removed aws access key from the code
36,1459468512,a7837ee3ff4dc97248b36a534f942930127cdc93,group6/user1,updated the restaurant url in json
37,1459459013,39f03d957dd7926722be0cd4fdc7b99aa78c2f8f,group6/user3,Updated review controller to parse negative reviews from db closes #64
38,1459458010,e46176e4eb534d61c0542217df0b61c9aee21df2,group6/user3,Added negative reviews to db schema closes #63
39,1459442114,117ed9f6c1c188a28f03453bf6c18eb8a4dac6bd,group6/user1,updated json and code
40,1459441988,9a1f041109f1005ec20a05bc6fad516be57a92bc,group6/user1,updated csv file
41,1459402927,8e03ae862de19f7ecbce605294d667066ac27d27,group6/user1,code for parsing newgative reviews
42,1459402770,bba1b3d1ddfb0f726f843b79202632960feac9c1,group6/user1,Merge branch 'master' of https://github.com/moharnab123saikia/CSC510-group-f
